title,address,type,educational,workExperience,workTag,salary,salaryMonth,companyTags,hrWork,hrName,pratice,companyTitle,companyAvatar,companyNature,companyStatus,companyPeople,detailUrl,companyUrl,dist
销售,贺州,销售,学历不限,经验不限,"[""\u9762\u9500""]","[1000, 5000]",0薪,无,经理,黄先生,0,品优通信器材店,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",通信/网络设备,未融资,"[0, 20]",https://www.zhipin.com/job_detail/738ff50d9ae51ce71nJ93dq5E1VX.html?lid=4WCRd6vPGpi.search.148&securityId=wc-8kBzXaznc7-M1L8AjxcNaZSZwlkrMTJf1ADXvgxUD6mLnJYtx7b1wHMyxn-kybFOpvGSzMopepAlTWDuIRBuQq1NFTv8vyIyqcLn5F1_h1ox5kEyD&sessionId=,https://www.zhipin.com/gongsi/b6c3dde3a70935151nx42ti1F1M~.html,八步区
销售,攀枝花,销售,学历不限,经验不限,"[""\u653f\u5e9c/\u793e\u4f1a\u56e2\u4f53"", ""\u65e0\u7ecf\u9a8c\u8981\u6c42"", ""\u623f\u5730\u4ea7"", ""\u623f\u5730\u4ea7"", ""\u4f1a\u5c55\u9500\u552e"", """", """", """"]","[3000, 8000]",0薪,"[""\u5305\u4f4f"", ""\u8282\u5047\u65e5\u52a0\u73ed\u8d39"", ""\u514d\u8d39\u57f9\u8bad"", ""\u4ea4\u901a\u8865\u52a9"", ""\u7ee9\u6548\u5956\u91d1"", ""\u6709\u65e0\u7ebf\u7f51"", ""\u901a\u8baf\u8865\u8d34"", ""\u751f\u65e5\u798f\u5229"", ""\u4e94\u9669\u4e00\u91d1"", ""\u4f4f\u623f\u8865\u8d34"", ""\u6cd5\u5b9a\u8282\u5047\u65e5\u4e09\u85aa"", ""\u5e95\u85aa\u52a0\u63d0\u6210"", ""\u8282\u65e5\u798f\u5229"", ""\u5458\u5de5\u65c5\u6e38"", ""\u56e2\u5efa\u805a\u9910"", ""\u5e26\u85aa\u5e74\u5047"", ""\u5de5\u9f84\u5956"", ""\u591f\u623f\u8865\u8d34"", ""\u5168\u52e4\u5956"", ""\u751f\u65e5\u5047\u751f\u65e5\u793c""]",商圈经理,胡先生,0,兴家房产,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20181004/40bc22cc00def17259e258a3301b130209e7755ec26e56f2a27ebdf248630671.jpg?x-oss-process=image/resize,w_100,limit_0",房地产中介/租赁,不需要融资,"[100, 499]",https://www.zhipin.com/job_detail/a941f2d0ac7917541XJ_09-0E1JQ.html?lid=4WCRd6vPGpi.search.149&securityId=pltHH7FcOK300-g1Bi_FC5Rt_7uO6QwaQFIMNxwd7xYS7gv4StmBZcHmQAwf73sOFUiMBJ-14Hd3CYnxVNro6Vq_CBQlIgiLuYRzOqxO8S5Y8N4pAH0~&sessionId=,https://www.zhipin.com/gongsi/5b7bc21bdcdf5cc91Xx-2tq0Fg~~.html,东区
销售,文山壮族苗族自治州,销售,学历不限,经验不限,"[""\u4e2a\u4eba\uff08To C\uff09"", ""\u9762\u9500/\u964c\u62dc\u7ecf\u9a8c"", ""\u6279\u53d1/\u96f6\u552e"", ""\u5176\u4ed6\u4ea7\u54c1/\u670d\u52a1"", """", """"]","[3000, 6000]",0薪,无,招聘者,宁先生,0,文山市兴东五金建...,"https://img.bosszhipin.com/beijin/mcs/banner/20180310/0f2ef5140160425fd989d87ead17cc9d33d208e8d6fc287973c46e5cb5346f06.png?x-oss-process=image/resize,w_100,limit_0",批发/零售,未融资,"[0, 20]",https://www.zhipin.com/job_detail/bd2e80abbebe8cd91XF83t-5GFdQ.html?lid=4WCRd6vPGpi.search.150&securityId=j9akoHBNSJrA2-f1mgbngdecl0zueY0GHf08F3haT-De5FVQ-rBX1F8mJUnsIL2KrE_XusICL5NseWb4SSXLasHv-bZtGgu_J6h0F72Q-r9-ez_o35xQ&sessionId=,https://www.zhipin.com/gongsi/4702ccd6bce4e21b1XR72dW8EFo~.html,文山市
销售,常州,销售,学历不限,经验不限,"[""\u4e2a\u4eba\uff08To C\uff09"", ""\u65e0\u7ecf\u9a8c\u8981\u6c42"", ""\u4e0d\u63a5\u53d7\u5c45\u5bb6\u529e\u516c""]","[8000, 10000]",0薪,"[""\u5e95\u85aa\u52a0\u63d0\u6210"", ""\u4ea4\u901a\u8865\u52a9"", ""\u5bbf\u820d\u6709\u7a7a\u8c03"", ""\u5305\u4f4f"", ""\u751f\u65e5\u798f\u5229"", ""\u514d\u8d39\u5de5\u88c5"", ""\u5e26\u85aa\u5e74\u5047"", ""\u4fdd\u5e95\u5de5\u8d44"", ""\u56e2\u5efa\u805a\u9910"", ""\u5168\u52e4\u5956"", ""\u5458\u5de5\u65c5\u6e38"", ""\u4e94\u9669"", ""\u6709\u65e0\u7ebf\u7f51"", ""\u8282\u65e5\u798f\u5229"", ""\u5e74\u7ec8\u5956""]",人事专员,徐女士,0,大荒金典,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",食品/饮料/烟酒,未融资,"[20, 99]",https://www.zhipin.com/job_detail/79f40f84ee6d64961Hd92N29EFFY.html?lid=4WC53z6FK8j.search.151&securityId=uFxkc7gQpcdtS-h1xtdphf2RCCX6kdNW-24KQ9NsdzRlELMSv51yDF4FAPbt3B6Lc5Lgu5g0WoVzVRWp3MpMVsLMbK1FT8WAcnDgvqUKKVaPRQs2VN4~&sessionId=,https://www.zhipin.com/gongsi/64f8cb8c4c783b3f1XR-2tm5GFs~.html,钟楼区
销售,威海,销售,大专,经验不限,"[""\u517c\u804c"", ""\u5168\u804c\u517c\u804c\u5747\u53ef""]","[3000, 4000]",0薪,无,经理,宋女士,0,明晖物流有限公司,"https://img.bosszhipin.com/beijin/upload/com/logo/20230721/7b5b554d84f9729c6088028d3b4b6f549aab689db209deea9ace4663d34345d025386659cf1cf309.png?x-oss-process=image/resize,w_100,limit_0",进出口贸易,未融资,"[0, 20]",https://www.zhipin.com/job_detail/0f9cd7e32bf749c933J52Ni7GVE~.html?lid=4WC53z6FK8j.search.152&securityId=F2nKqu4lj3DOi-u10cEjEy_w5k2hhRWO5Z6jAsWk8ZgXVUOzWQjEC0qScqGLHI5BENoz1May6xLZifMtD5Sb1J1K8BZ6qpjMkT7NwQ1FUbVpE2nrEg~~&sessionId=,https://www.zhipin.com/gongsi/a39fcf5f7ef6c6093nZ-09-6Fw~~.html,环翠区
销售,威海,销售,大专,经验不限,"[""\u4f01\u4e1a\uff08To B\uff09"", ""\u5bf9\u4f01\u4e1a/\u673a\u6784\uff08To B\uff09\u9500\u552e\u7ecf\u9a8c"", ""\u5176\u4ed6\u884c\u4e1a"", """", """"]","[6000, 10000]",0薪,"[""\u6280\u672f\u5206\u4eab\u4f1a"", ""\u514d\u8d39\u73ed\u8f66"", ""\u56fe\u4e66\u9986"", ""\u5de5\u9f84\u5de5\u8d44"", ""\u52a0\u73ed\u8865\u52a9"", ""\u4f18\u79c0\u5458\u5de5"", ""\u4e94\u9669\u4e00\u91d1"", ""\u5065\u8eab\u623f"", ""\u804c\u7ea7\u664b\u5347"", ""\u98df\u5802"", ""\u751f\u65e5\u5047\u671f"", ""\u5e26\u85aa\u5e74\u5047"", ""\u8282\u65e5\u798f\u5229"", ""\u514d\u8d39\u57f9\u8bad""]",人事,王女士,0,跨越速运,"https://img.bosszhipin.com/beijin/logo/7fd8caba2fd36f4a2ac026184c3b6741be1bd4a3bd2a63f070bdbdada9aad826.png?x-oss-process=image/resize,w_100,limit_0",快递,不需要融资,"[0, 10000]",https://www.zhipin.com/job_detail/78e9ee9ab7978db41Hd93965FFZR.html?lid=4WC53z6FK8j.search.153&securityId=DQ0MywUO37KZv-Z1fXuzJUDvd-xjeylDYq7beBVS4hao4bYG5n73iQmn1VP1sWXaD2sog8daddXjIKVQepDd3Dt3cYSWzRM3r5r9UqN480lgSbwuGQ~~&sessionId=,https://www.zhipin.com/gongsi/0337157f44d9131a1X1539W0.html,环翠区
销售,萍乡,销售,学历不限,经验不限,"[""\u4ea7\u54c1\u5b66\u672f\u4f1a\u8bae\u63a8\u5e7f"", ""\u533b\u9662\u62dc\u8bbf""]","[3000, 5000]",0薪,无,办公室主管,徐女士,0,萍乡神灸医疗有限公司,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",医疗器械,未融资,"[0, 20]",https://www.zhipin.com/job_detail/d4d289ef962ec6281Xx92dS1FVtW.html?lid=4WC53z6FK8j.search.154&securityId=zIKzfyqPKPVjk-t1YQMvu9rrBApkUGiqQfPuJzaNO1ZRD8a6p_1ceq_dg_Mz4aZRpuMUjeXT2zRl-il9KErmdHriZrKmrJTfJMqs6ouHsBtDQGpa9iQg&sessionId=,https://www.zhipin.com/gongsi/6ff04318a32ff2111XN82Nq7E1o~.html,
销售,新余,销售,中专/中技,1年以内,"[""\u670d\u88c5\u9500\u552e"", ""\u642d\u914d\u9500\u552e"", ""\u5e97\u9762\u9500\u552e""]","[3000, 6000]",0薪,"[""\u9910\u8865"", ""\u5168\u52e4\u5956"", ""\u5e74\u7ec8\u5956"", ""\u52a0\u73ed\u8865\u52a9"", ""\u8282\u65e5\u798f\u5229"", ""\u5458\u5de5\u65c5\u6e38"", ""\u5e26\u85aa\u5e74\u5047"", ""\u4e94\u9669""]",招聘者,赖女士,0,株洲信佳百货连锁...,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20180913/e527011f02f7112e11b59258d54602bfcfcd208495d565ef66e7dff9f98764da.jpg?x-oss-process=image/resize,w_100,limit_0",服装/纺织,不需要融资,"[1000, 9999]",https://www.zhipin.com/job_detail/ff198dd40934b0721HV82NW0FlM~.html?lid=4WC53z6FK8j.search.155&securityId=MASTR6PstQ7O2-S11lt07onASSGTtQ0XhKTUYznuAt89DkZpU9qF2QudS0Xz_T5QooUJTLA6Xrpcyx5DaXehv6sGxqSk37aeevhA8gRM3JrJUv1R&sessionId=,https://www.zhipin.com/gongsi/3e6f7b071524518f1XJy2t67Fw~~.html,渝水区
销售,枣庄,销售,学历不限,1-3年,"[""\u7f51\u7edc\u8425\u9500\u7ecf\u9a8c""]","[3000, 6000]",0薪,"[""\u5e74\u7ec8\u5956"", ""\u5e26\u85aa\u5e74\u5047"", ""\u5458\u5de5\u65c5\u6e38"", ""\u4e94\u9669\u4e00\u91d1"", ""\u5e95\u85aa\u52a0\u63d0\u6210"", ""\u7ee9\u6548\u5956\u91d1"", ""\u4fdd\u5e95\u5de5\u8d44"", ""\u8282\u65e5\u798f\u5229"", ""\u5168\u52e4\u5956""]",销售,刘先生,0,山东沃玛数控机床,"https://img.bosszhipin.com/beijin/app/mobile/normal-0e3f1e4441a21d4874cece3a3d81f0fe.png?x-oss-process=image/resize,w_100,limit_0",机械设备/机电/重工,未融资,"[20, 99]",https://www.zhipin.com/job_detail/a195837c04fd34331HV-2dW9GVNV.html?lid=4WC53z6FK8j.search.156&securityId=-uT2ui5CwwCAO-41vBePJfzWjKxyopt-5v3dpCgZvqfQo8IulVLKwHBAjEDKG28bA-eVskxWOT63v-b9L2TTQIaG4B462PjB1rTc4pvl7bm5mJ7-2LFP&sessionId=,https://www.zhipin.com/gongsi/862325a6e4bef8071HR909u5EVo~.html,滕州市
销售,成都,销售,学历不限,经验不限,"[""\u7535\u8bdd\u9500\u552e"", ""\u4e2a\u4eba\uff08To C\uff09"", ""\u9762\u9500/\u964c\u62dc"", ""\u5176\u4ed6\u4ea7\u54c1/\u670d\u52a1"", """", """", """", """", """", """", """"]","[10000, 15000]",0薪,"[""\u751f\u65e5\u798f\u5229"", ""\u6709\u65e0\u7ebf\u7f51"", ""\u4e94\u9669\u4e00\u91d1"", ""\u5e95\u85aa\u52a0\u63d0\u6210"", ""\u901a\u8baf\u8865\u8d34"", ""\u56e2\u5efa\u805a\u9910"", ""\u4e94\u9669"", ""\u7ee9\u6548\u5956\u91d1"", ""\u5de5\u9f84\u5956"", ""\u5168\u52e4\u5956"", ""\u5458\u5de5\u65c5\u6e38"", ""\u5e74\u7ec8\u5956"", ""\u610f\u5916\u9669"", ""\u5e26\u85aa\u5e74\u5047"", ""\u8282\u65e5\u798f\u5229""]",总监,潘先生,0,四川南宅美居装饰集团,"https://img.bosszhipin.com/beijin/upload/com/workfeel/20210727/55e358de4a052a01ea4f4f6c214e9945a067646574289ee87fb4bcf43cdd5c53.jpg?x-oss-process=image/resize,w_100,limit_0",装修装饰,未融资,"[100, 499]",https://www.zhipin.com/job_detail/e62571171378bb621XVy09i6GVtS.html?lid=4WC53z6FK8j.search.157&securityId=CpLBmaWwzVMlk-A1jiED71H8EH_7aQ3SQMhQa3naiKqNep39y6wIHwNX-8966ZILSlrPFLPkhh9S1unNtCbjpReo7Wj0VnQbXZxct34ZF-6UhTruNOo~&sessionId=,https://www.zhipin.com/gongsi/8dec23fea13c85f41nx42N6-EFs~.html,锦江区
销售,威海,销售,大专,经验不限,"[""\u4f01\u4e1a\uff08To B\uff09"", ""\u7535\u8bdd\u9500\u552e\u7ecf\u9a8c"", ""\u9762\u9500/\u964c\u62dc\u7ecf\u9a8c"", """", """", """", """", """", """"]","[6000, 11000]",0薪,无,HR,李女士,0,金蚂蚁化工,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20180903/7c45d194ee42bc868bb19f5554f9d5aa7b5e26d78f54874867a73485d5dc1b67.jpg?x-oss-process=image/resize,w_100,limit_0",化工,不需要融资,"[20, 99]",https://www.zhipin.com/job_detail/85951536e59fb7711HVy3d69ElVZ.html?lid=4WC53z6FK8j.search.158&securityId=ZEIVciBbtb2Un-T1rnKiN2UIqnDnC7vBXlGgm79xeIVh6_pMU95TjKQEs9b9x5HCymG-gC0eO2-FCO5A8IIqENcZ7hrtFeqNHnYAF8tv3cIrljxHTuc~&sessionId=,https://www.zhipin.com/gongsi/6d7b5e99625b37801XJ93dS8GQ~~.html,环翠区
销售,枣庄,销售,学历不限,经验不限,"[""\u4e2a\u4eba\uff08To C\uff09"", ""\u7535\u8bdd\u9500\u552e\u7ecf\u9a8c"", ""\u7f51\u7edc\u8425\u9500\u7ecf\u9a8c"", ""\u9762\u9500/\u964c\u62dc\u7ecf\u9a8c"", """", """", """", """", """", """", """", """", """", """", """"]","[5000, 10000]",0薪,"[""\u8865\u5145\u533b\u7597\u4fdd\u9669"", ""\u56e2\u5efa\u805a\u9910"", ""\u9910\u8865"", ""\u5b9a\u671f\u4f53\u68c0"", ""\u6709\u65e0\u7ebf\u7f51"", ""\u4f4f\u623f\u8865\u8d34"", ""\u5bbf\u820d\u6709\u7a7a\u8c03"", ""\u514d\u8d39\u5de5\u88c5""]",法人代表,郑先生,0,赛洁,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",4S店/后市场,未融资,"[20, 99]",https://www.zhipin.com/job_detail/e3d32a96adfe121133B52t68FVY~.html?lid=4WC53z6FK8j.search.159&securityId=C8a18Q9W4Hcge-412XOE_L7rG3NFkwM4tHk7mnsU63Gt-LPN4Cav-_E3dN42HYMaPUhADXCJdaGlRYAL-yNrUiRuszo5ym0wNLLVTbGV8KIIvBgS&sessionId=,https://www.zhipin.com/gongsi/c8597d781f392aaf0X190tq8FA~~.html,市中区
销售,威海,销售,学历不限,1-3年,"[""\u65e0\u7ecf\u9a8c\u8981\u6c42""]","[4000, 9000]",0薪,无,销售客服,赵女士,0,威海火炬高技术产...,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",文化艺术/娱乐,未融资,"[0, 20]",https://www.zhipin.com/job_detail/c21b1bd1cf42babc1HV_3dq9GFFW.html?lid=4WC53z6FK8j.search.160&securityId=vvVLEXpj8NLRD-t1sZ5GTOgcdvHmSmA0k7UZ4vIr43NxANxPtSnNz54pU9OUbkja12HIFlIzpG22UV3GHMmRi9tYwph174ksE6SBrDFsG_irvTE81W0~&sessionId=,https://www.zhipin.com/gongsi/229b8a2014bf14c31HRz2Ni4EFM~.html,环翠区
销售,乌鲁木齐,销售,中专/中技,经验不限,"[""\u7535\u8bdd\u9500\u552e"", ""\u8f6f\u4ef6/\u4f01\u4e1a\u670d\u52a1\u4ea7\u54c1"", ""\u4e0d\u63a5\u53d7\u5c45\u5bb6\u529e\u516c"", ""\u4f01\u4e1a\u670d\u52a1"", """", """", """", """", """"]","[4000, 9000]",0薪,"[""\u4e94\u9669\u4e00\u91d1"", ""\u7ee9\u6548\u5956\u91d1"", ""\u5e95\u85aa\u52a0\u63d0\u6210"", ""\u56e2\u5efa\u805a\u9910""]",招聘者,梁女士,0,创客伙伴,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",财务/审计/税务,未融资,"[0, 20]",https://www.zhipin.com/job_detail/1b6c7f62429b754f1Hdz09m7FVtW.html?lid=4WC53z6FK8j.search.161&securityId=5Ff76bGLY3I1j-v1EyDFpPa7gBpI_qmRMEnbNv6VBSsGR_0b2N-47p48vNmpKmr9etZHRdtWrun5ccrm5zasw_4lRAEbtz3xiTl97u8GLukQPllceYId&sessionId=,https://www.zhipin.com/gongsi/9c92f74a036b40971Hd72dW5FVo~.html,水磨沟区
销售,北京,销售,本科,1-3年,"[""4S\u5e97\u7ecf\u9a8c"", ""\u7535\u8bdd\u9500\u552e"", ""\u65b0\u8f66\u9500\u552e"", ""\u4e00\u5bf9\u4e00\u57f9\u8bad"", ""C1\u4ee5\u4e0a\u9a7e\u9a76\u8bc1"", """", """", """", """"]","[10000, 15000]",0薪,"[""\u4e94\u9669\u4e00\u91d1"", ""\u5b9a\u671f\u4f53\u68c0""]",人事行政主管,李女士,0,鑫敏恒瑞鑫,"https://img.bosszhipin.com/beijin/upload/com/logo/20190917/b091ea80c157c8d121b5e2d8af19e6ab6cf63ade510b5d7f830b24ff92a2a19c.png?x-oss-process=image/resize,w_100,limit_0",汽车经销商,不需要融资,"[100, 499]",https://www.zhipin.com/job_detail/111e19ebb6e0051d1Hd43dS7EFRS.html?lid=4WC53z6FK8j.search.162&securityId=Pyr0OvAOe1iEy-d1EqiI7XJu4v_nWmBHQWozZNT3ZiaEDl8mypVoJszD0hhavHy7Ky2wMv4uEgs6ZcnTrlvRPjm2XotHLAhUCPGqS2DPk2jXIcHEFhk~&sessionId=,https://www.zhipin.com/gongsi/70598176697b1a301HN53Nm8FQ~~.html,朝阳区
销售顾问,天津,销售,本科,1-3年,"[""\u4e94\u9669\u4e00\u91d1"", ""\u9762\u9500/\u964c\u62dc"", ""\u5bf9\u4f01\u4e1a/\u673a\u6784\uff08To B\uff09\u9500\u552e\u7ecf\u9a8c"", """", """", """", """"]","[25000, 30000]",0薪,"[""\u4e94\u9669\u4e00\u91d1"", ""\u8865\u5145\u533b\u7597\u4fdd\u9669"", ""\u5b9a\u671f\u4f53\u68c0"", ""\u4ea4\u901a\u8865\u52a9"", ""\u96f6\u98df\u4e0b\u5348\u8336"", ""\u901a\u8baf\u8865\u8d34"", ""\u52a0\u73ed\u8865\u52a9"", ""\u9910\u8865""]",区域主管,夏先生,0,阿里集团,"https://img.bosszhipin.com/beijin/mcs/bar/brand/437486.jpg?x-oss-process=image/resize,w_100,limit_0",移动互联网,已上市,"[0, 10000]",https://www.zhipin.com/job_detail/32adf281c08a7ac71nB52dm_ElJW.html?lid=4WC53z6FK8j.search.163&securityId=I6dklzw7zUlOk-21q7EirKtuVES87zmZfBOO0MSznY7KC0S6VxU4MBrbjrzMyeUvoC2_hleT5VisSl-qJyVot64n8kIdPcY5NRd9I6T_eIG49NMa&sessionId=,https://www.zhipin.com/gongsi/5642431d2265b24f03d939W7.html,红桥区
销售,日照,销售,大专,经验不限,"[""\u533a\u57df\u9500\u552e"", ""\u9500\u552e\u4ee3\u8868""]","[4000, 8000]",0薪,无,人事,王女士,0,青岛天喜,"https://img.bosszhipin.com/beijin/app/mobile/normal-0e3f1e4441a21d4874cece3a3d81f0fe.png?x-oss-process=image/resize,w_100,limit_0",医疗器械,未融资,"[20, 99]",https://www.zhipin.com/job_detail/94e2b544f707847f1nx50ti9E1I~.html?lid=4WC53z6FK8j.search.164&securityId=k03FkUUVe2oz_-V1OShriTA9_V3q8BQ8d2M_QwBoxeZeHKULaqKTJQaVGBFAYLMTyKHBDCA4lrpdoTFsSEAB0cM0rMjsfgRwG1vDP6vHM8G6YbIN&sessionId=,https://www.zhipin.com/gongsi/c3da8385ba999f691nJ709q0GA~~.html,东港区
销售,盘锦,销售,学历不限,经验不限,"[""\u9500\u552e"", ""\u9500\u552e\u4ee3\u8868"", ""\u9500\u552e\u987e\u95ee""]","[3000, 6000]",0薪,无,人事经理,张先生,0,汇悦生物科技有限公司,"https://img.bosszhipin.com/beijin/icon/894ce6fa7e58d64d57e7f22d2f3a9d18afa7fcceaa24b8ea28f56f1bb14732c0.png?x-oss-process=image/resize,w_100,limit_0",其他专业服务,未融资,"[20, 99]",https://www.zhipin.com/job_detail/d2260171814a45051XZ90tq6EFI~.html?lid=4WC53z6FK8j.search.165&securityId=9TnWiiBOrWoTx-W1AWUcQY4X-eaXq0RK5eUeCpzt5F7rZS02A0a71H3o6Y7uiK1A9p5xS-Qax9bn9jD5mH7BbbxGgLs2mFeNwjRgXwXDXLaX7_oV&sessionId=,https://www.zhipin.com/gongsi/d65764f2d2f8a9421XZy2960Fg~~.html,兴隆台区
销售,枣庄,销售,高中,经验不限,"[""\u4e92\u8054\u7f51/\u79d1\u6280"", ""\u4e92\u8054\u7f51\u91d1\u878d""]","[5000, 10000]",0薪,"[""\u4e94\u9669\u4e00\u91d1"", ""\u5e26\u85aa\u5e74\u5047"", ""\u5458\u5de5\u65c5\u6e38"", ""\u4ea4\u901a\u8865\u52a9"", ""\u8282\u65e5\u798f\u5229""]",Hrbp,平女士,0,枣庄商至信,"https://img.bosszhipin.com/beijin/mcs/banner/20180310/0f2ef5140160425fd989d87ead17cc9d33d208e8d6fc287973c46e5cb5346f06.png?x-oss-process=image/resize,w_100,limit_0",企业服务,不需要融资,"[20, 99]",https://www.zhipin.com/job_detail/056f173d7bb27f901XB-3t60EVRU.html?lid=4WC53z6FK8j.search.166&securityId=ScJtGEzozCV2K-M1-7j9zUp_tAl_QVlCXLBX703aIXTirB9pkEgFMY9i78lca-fclvLzKV8IsJjc5QpBUb6QD8zVeEoBmv0LiSNWR5Ecf8guuN9QgJg~&sessionId=,https://www.zhipin.com/gongsi/aa6d6e5e6f43da733nF_3NS0FQ~~.html,市中区
销售,威海,销售,学历不限,经验不限,"[""\u65e0\u7ecf\u9a8c\u8981\u6c42"", ""\u5176\u4ed6\u4ea7\u54c1/\u670d\u52a1"", ""\u4e0d\u63a5\u53d7\u5c45\u5bb6\u529e\u516c""]","[10000, 15000]",0薪,"[""\u751f\u65e5\u798f\u5229"", ""\u7ee9\u6548\u5956\u91d1"", ""\u56e2\u5efa\u805a\u9910"", ""\u5168\u52e4\u5956"", ""\u6709\u65e0\u7ebf\u7f51"", ""\u4fdd\u5e95\u5de5\u8d44"", ""\u96f6\u98df\u4e0b\u5348\u8336"", ""\u4e94\u9669\u4e00\u91d1"", ""\u5e95\u85aa\u52a0\u63d0\u6210"", ""\u8282\u65e5\u798f\u5229"", ""\u5e26\u85aa\u5e74\u5047"", ""\u901a\u8baf\u8865\u8d34""]",人事,梁先生,0,众成信息咨询有限公司,"https://img.bosszhipin.com/beijin/upload/com/logo/20240217/7b5b554d84f9729c8b8791fcc0925c8d5a3d681f6f3a124ac0329e1e7428aeaf594c107b6d983df3.png.webp?x-oss-process=image/resize,w_100,limit_0",其他金融业,不需要融资,"[20, 99]",https://www.zhipin.com/job_detail/365ea693c7b2de841Hd_2d68EVFW.html?lid=4WC53z6FK8j.search.167&securityId=Z6xYU3dHsKNMv-c1teTr1C6QABc_3LAwc__D4wsRhU1W44a1P6AlTsKUUzyISTFVYXR18rOo232I0SNXvf9ixWMjAyljvi29CLSoXm2RW1kAhjVuUImX&sessionId=,https://www.zhipin.com/gongsi/5927e302fb3e19aa1HZ929m4FVY~.html,环翠区
销售,内江,销售,学历不限,3-5年,"[""\u9762\u9500"", ""\u4f1a\u9500"", ""\u7535\u9500""]","[10000, 11000]",0薪,无,招聘者,高先生,0,玛利娅,"https://img.bosszhipin.com/beijin/app/mobile/normal-0e3f1e4441a21d4874cece3a3d81f0fe.png?x-oss-process=image/resize,w_100,limit_0",文化艺术/娱乐,未融资,"[100, 499]",https://www.zhipin.com/job_detail/11b9d8d65732957803183ti0FVE~.html?lid=4WC53z6FK8j.search.168&securityId=0KwN0Io1KUAaS-K1XWxN0jQqHS6lIzTjpxz8793PnsEMe6pHzmI4ckjKYOpDWV4TppOKOiEy-SgqGhINcc0E77otZua08Lc-DkCkTzeFJ0RT9b9WHQ~~&sessionId=,https://www.zhipin.com/gongsi/258d25ef888700e91nx_2N-_E1A~.html,东兴区
销售,郴州,销售,学历不限,经验不限,"[""\u5168\u804c"", ""\u6c9f\u901a\u80fd\u529b\u5f3a""]","[3000, 8000]",0薪,"[""\u5e26\u85aa\u5e74\u5047"", ""\u9910\u8865"", ""\u8282\u65e5\u798f\u5229"", ""\u5e74\u7ec8\u5956"", ""\u5168\u52e4\u5956"", ""\u5458\u5de5\u65c5\u6e38"", ""\u4ea4\u901a\u8865\u52a9""]",人事行政,汪女士,0,达悦博财务,"https://img.bosszhipin.com/beijin/mcs/chatphoto/20201022/7246dd8507ee020293bf03afa157ca8ed20c87a291ba8c3944fed9d49d7e8329_s.jpg?x-oss-process=image/resize,w_100,limit_0",财务/审计/税务,D轮及以上,"[100, 499]",https://www.zhipin.com/job_detail/ee60d1ff397354d61Xd63Nm4GVFS.html?lid=4WC53z6FK8j.search.169&securityId=Pm5upDSKAL7qH-D1ZdqaymflgjRdwLGSf4oQQKvlqo49-RQ1Og4rdBryXEY8w0rhQSIDPplZ98WZPF4A4sawTvg4R-GilDeDufrjLKhBaIRifZvL_NI~&sessionId=,https://www.zhipin.com/gongsi/10d0da2f1b38e0f41n1_39m0EA~~.html,苏仙区
美团销售,景德镇,销售,大专,经验不限,"[""\u533a\u57df\u9500\u552e"", ""\u964c\u62dc"", ""\u4e92\u8054\u7f51\u9500\u552e"", ""\u5730\u63a8\u9500\u552e"", ""\u9762\u9500"", ""\u7535\u8bdd\u9500\u552e"", """", """", """", """", """", """", """"]","[6000, 11000]",13薪,"[""\u5168\u52e4\u5956"", ""\u4fdd\u5e95\u5de5\u8d44"", ""\u7ee9\u6548\u5956\u91d1""]",BD经理,查女士,0,美团,"https://img.bosszhipin.com/beijin/upload/com/logo/20240407/7b5b554d84f9729cb0b21d3b34acb085e69113c8b3e1af1d701c8f2691f31baf373ad8dadd1166a6.jpg.webp?x-oss-process=image/resize,w_100,limit_0",互联网,已上市,"[0, 10000]",https://www.zhipin.com/job_detail/dc2557f259190ad01XZz2NW4GVNS.html?lid=4WC53z6FK8j.search.170&securityId=RXgCgRuwbumns-o1DnM8bvotk9rJoG7KPUAQ1VL12q8_di1IEX_pm53ErUhK1lxfjZhhB7-Beexbdy1AwquONkmUDcpU6hf4ndvTyj2xT6jLxUFTZygy&sessionId=,https://www.zhipin.com/gongsi/b633a34f787d94f21nZ_0929E1I~.html,珠山区
